tweet_id	tweet	class
760402871867367424	наставать время ингалятор дружок сальбутамол	0
1035908416869462016	прошлый зимний олимпиада большинство лыжник приезжать справка якобы астма сделать легально принимать сальбутамол принимать ингалятор расширять объем легкое суть допинг здоровый человек	1
1089839736427032577	соглашаться замена зок метопролол такой вид первый форма сукцинат держать концентрация плазма сутки второй прием пик внимание вопрос	0
779671488748224513	юзернейм мезим смект отравление лоперамида	0
738309299756240897	убирать микроволновка имодиум действовать соулмэйт	0
1202310351943032834	юзернейм видео снимать время прием оланзапин	0
933680693380571136	кроме выстрадать стандарт определение эффективность безопасность лекарство самый талидомид который гомеопатический препарат проходить	0
738771297228951552	отчаянно пытаться находить тату молекула флуоксетин	0
688135039578550272	слюнтяй утверждать суицид удел слабый человек находить тысяча причина глотать горсть прозак хватать смелость	0
966241801706319878	лыжа сальбутамол помогать россия норвегия	0
1007633833922056192	ципрофлоксацин смысл жизнь	0
764157235127803908	скоро заканчиваться остаток сероквель выменивать другой лекарство просить папа снимать аптека	0
882656373309362181	пашка техник любовь первый ксанакс	0
954750792900272128	жи прозак жи	0
1010145105192222720	юзернейм лечиться футболист астма синдром дефицит внимание столь любимый нероссийский спортсмен законный амфетамин декстроамфетамин	0
1073171045056679936	вентолина немного слабо выписывать купить беродуал	0
851993151061598208	убойный коктейль мелатонина ламотриджин аминофенилмасляный кислота ночь превращать мой пробуждение неподъемный цель	0
735850626614169600	форадить комби кто нужный целый упаковка	0
965614047847698432	юзернейм порекомендовать сотрудник wada выпивать мельдония вдыхать сальбутамол попробовать приближаться результат любой медалист splits вад крушельницкий	0
975275534266466304	оланзапина помогать назначать галоперидол хотеть докатываться галоперидол делать проклятый тревожность	0
905675633203740672	ветеринар прописывать ингаляция фликсотид мгк раз сутки прописывать вентолина мгк случай приступ	0
994882887316058112	сам этот лекарство пользоваться тот американский хумира среднее стоять тыща наш аналог пусть анал запихивать возможность передавать	0
1018796487378198529	путать фуросемид флуоксетин забавно флуоксетин пожалуйста рецепт стоять лицо лицо вспоминать мочегонное появляться рецепт блять фуросемид пожалуйста	0
1033728517937221632	венлафаксин вместо золофт пойти погуглить побочка такой интересный	0
1037315634860883970	кто алпразол лс пожалуйста	0
1199642365356650496	юзернейм питер мема еще сероквель пара неделя ждать выясняться нигде заказ позвонить ждать квентиапина четвертый дохер аптека обшаривать	0
800590961608916992	крч sopranos сериал крутиться вокруг прозак тот кто назначать	0
1049697733823606786	одновременно оланзапин назначать анаприлин еще куча дополнительный фарм тк нейролептик все нагружать сердце	0
847691517120491520	переход дорога шарагу голова появляться мысль пора объебаться флуоксетин	0
1066063916034387968	понимать никакой отход вещество сравниться синдром отмена пароксетин	1
716325452453908482	флуоксетин два пачка гдето валяться	0
1020748209080217601	ааааааа бэйби твой нога сыпать таблетка ксанакс прощать	0
1026144372801318912	юзернейм часто давление маяться тохикардия мигрень бывать престариум пить беталка дед	0
1144613270982184961	мочь сказать девочка самый время заменять мальборо айкос спиды ксанакс	0
1125837612432928768	ламотриджин приходиться неделя шесть ждать расчехлиться	0
1127418070463598592	совпадение несколько рах использование предмет получать хр бронхит курить сальбутамол	1
836543103687344130	нация прозак привозить	0
962757500213846018	кулстори самолечение чисто фан переставать пить паксить тон удивляться почему тон	0
1063754507174191106	набирать аптека.ру смотреть цена лекарство часто заказывать аптека пытаться втюхать самый дорогой лекарство метформин разброс шприц посмотреть аспирин	0
1046035932154130433	вердикт суд закупка тамифля тимошенко наваривать миллион доллар	0
975781949464756226	инфантильный амнезия забирать возможно яркий воспоминание схожий память действовать прозак	0
1124655033306501122	посоветовать витаминка друг ксанакс экстази мдма батя ревивать сорок рубль такой тема	0
1077422073008525317	плохой юзернейм производить конфета торт неплохой недорогой юля уметь производить лапша ухо недалекий лехторат воровать бюджетный зарабатывать деньги тамифля зарабатывать vs воровать неужели видно разница	0
654542359246585856	юзернейм параша отличие путин приходиться опрокидывать соточка храбрость лоперамида адреналин	0
1041620495391698945	юзернейм флуоксетин хз такой тяжелый форма пить сильно	0
813645746079727617	карман пакетик оксикодон знать принимать отлично справляться смерть дерек	0
685423139073998849	юзернейм велафакс любой быть валяться пара час понимание реальность	1
707228174573281280	юзернейм оставаться довольствоваться растишка сеалекс рыбный пельмень семь море бояться отвертываться	0
930456443098140672	ноябрь всемирный день борьба диабет уралмаш отличаться поликлиника метформин лекарство диабетик	0
829289370607841280	амурчанка продавать запрещать препарат похудение сибутрамин женщина заказывать почта	0
1021701892412518401	купить прозак витамин	0
1142913979611779078	еще страттер атомоксетин страна СДВГ прописывать риталин аддерал запрещать россия наркотик назначать случай другой побочка супер легкий альтернатива	0
1102204931740782592	мой сердце дырка нужный ссаный ксанакс	0
931228639974383616	таблетка ксанакс алкашка запивать	0
1067471008704225280	надеяться смочь окунаться сон нормально кветиапина справляться свой обязанность	0
726486651397111809	плохо начинать придумывать вместо осознание реальность упасть кветирон друг	0
1195296063151919104	юзернейм оу антидепрессант увидеть флуоксетин попадаться задача фарм антидепрессант	0
1063273715159494656	год нетривиальный задача становиться собирать аптечка поездка город ограничиваться следующий миг септолет тотал назол микролакс гилан прозак имованный атаракса феназепа драмин спирт пластырь антигистаминный брать становиться все таки зима забывать	0
1155940588769820675	сегодня слышать мама хотеть мужчина порно стоять проезжать рядом хотеть обсасывать сперма прикидывать два пить прозак последний слышать чужой голос свой голос слушать страшно	0
813341106616365056	дорогой ламиктал быть устраивать тошнючка спасибо пожалуйста заебывать	0
1146631600010092544	огосподи результат метформин погуглить инсулинорезистентность бороться хорошо жрать невыписывать врач таблетка метформин снижать витамин организм мало знать	1
993118521902104576	план лето построить пирамида ксанакс воскрешать лить пипа	0
770234314122522624	имодиум зассать реклама говорить помогать понос расстройство кишечный тракт	0
1084852307727208453	выходить работа ради зарабатывать деньги флуоксетин	0
934504043191394304	валяться остаток флуоксетин нужный улитка	0
1003040391237636096	прозак флуоксетин простанародье называться дешево сердито постоянно состояние счастливый свинья	0
1145163948460859394	ждать подходить сказать ксанакс акция желать купить	0
880422568485822464	юзернейм уахаах еще фарм называетсян лоперамида нажаться простуда нажимать диареюболь	0
1066119197334388736	девочка фенепам мальчик ксанакс	0
1148679597594152961	контроль сегодня ксанакс пить	0
718497072991887361	каждый день нервный срыв афобазол флуоксетин плакать	0
793563564665634817	рексетин прогулка часовой ежедневно помогать	0
1195952834245746689	юзернейм юзернейм обычно этот паблик фосрят флуоксетин	0
705114161198571520	юзернейм лекарство получать багомет диабетик	0
1142420889868341249	цифран забухать неделя зуб важно	0
688118716119187456	юзернейм основной объем гк ципрофлоксацин поставлять лпу г. москва г.производство индия ЛП мина кол вом поб эффект	0
1089843989619052545	еще посмотреть склад лекарство хотеть незаметно спиздить флуоксетин	0
901731168785231873	алаказ алпразол ток наркота.список	0
924646813294120961	помнить самый клевый самый стремный одновременно прозак похудеть кг мочь писать никак	1
1144154101149835264	спустя шесть настойчивый просьба продавать ксанакс	0
1087775156179820546	юзернейм славно отдыхать отправляться притон полотенце маска ласт сеалекс	0
730645808270475264	сеалекс	0
1093791507381977088	еще пароксетин выписывать все замечательно путаться таблетка время прием	0
1091290476366495744	отлично слышать история бабка который сам метопролол назначать подруга пить картоха уверенный картоха психотерапевтический эффект некоторый лекарство фора давать	0
1194295293375926272	юзернейм март регулярно посещать тетя врач пропивать золофт феварин венлафаксин компания ламотриджин все порядок	0
1049552743801720832	эксперт рассказывать подробно препарат тебантин почему многий подросток применять каков эффект последствие	0
1158416551076421633	самый нос пить обезбол зуб сам проблема решать нос капля стероидный помогать флутиказон месяц капать рекомендовать ибо привыкание вызывать ниховать помогать	1
693755411871170562	поставка лекарственный средство ципрофлоксацин splits	0
1004112204499742720	прозак алкоголь норма алкоголь нужно мало	0
1126107587131387905	кветиапин мышца сам венлафаксин тревожно сатив паника гарсон ступор	1
1020048718396043264	юзернейм сертралин флуоксетин оба сиозс оба случай небольшой тремор изменение вес длительность сон флуоксетин изжога пить голодный желудок либидо жизнь низкий оба срабатывать хотеться плакать целый день	1
893027243496177664	третий день беталок тахикардия уходить давление пульс думать пить сегодня решать последовать совет врач	0
986292401827405825	днепрвг дніпровг купить бандаж боец операция нужный сальбутамол один боец терапия спасибо	0
938909305004285953	продавщица рынок услышать наушник играть спартак продавать пол прозак	0
893881478450380803	благодарить житнев сеалекс принимать раззабиваться последний матч	0
1152559229737349120	москва открывать заведение подавать лоперамида	0
909026176512995328	счет флуоксетин мочь проконсультировать подробно	0
1162043152863244289	любимый венлафаксин пить	0
1044594368773009409	сидеть тупить хотеть спать вписывать название лекарство хотеть жить город название венлафаксин	0
1145114905005252608	попробовать ксанакс нормально идти юзернейм	0
1097972048222146563	юзернейм грустно док прозак	0
743556834443792384	сначала сеалекс прибивать наглухо гандон взяться нагиев лопырева двигать ловелас совпадение	0
1012283457341476865	нахрен прозак банальный флуоксетин	0
707537414881992705	кофеин состоять углерод водород азот кислород кокаин талидомид нейлон тротил героин приятный кофепитие	0
1113078488267964416	хуевый обстоятельство заключаться угробить эндокринный система третий курс начинать сильно терять волос полтора год бороться проблема наблюдаться врач принимать эутирокс витамин	0
873117949157982210	современный фарм прекрасный рано человек гибнуть обезвоживание лоперамид угол перекрывать вентель ходить	0
1046025977141374978	бля еще сероквель покупать наверное щяс слабый сероквель	0
849699019731476481	прегабалин оставлять россиянин грузия навсегда	0
808033091235315718	ксанакс счет	0
966662893742841856	юзернейм юзернейм год сидеть эутирокс синтетический иметь лишний вес утомляемость рассеянный внимание трудность сон мышечный боль низкий уровень энергия моно терапия синтетический мало кто помогать якобы норма анализ	1
1025056624896090118	блядь ахуй мой мама мразь давать флуоксетин блядь похудеть какой хуй	1
1121799810887979010	прописывать флуоксетин опа снова здравствовать	0
698864326262812672	ламповый проводить воскресение горилла флуоксетин	0
1043799543362596866	понимать количество изымать грамм трава таблетка ксанакс	0
1070108803176300544	рексетин дешево сильно плохой производство польша	0
890923150858485760	иметь дело питомец полезный опыт наверное подготовить зиртек сальбутамол всякий случай	0
907036818973057024	зодак цитрин фексадин кларитин ксизал супрастин лоратадин фликсоназ помогать попробовать эриус	0
1114481964529213441	выходить полностью чай думать купить флуоксетин	0
1144842418342125568	именно прозак флуоксетин циталопер панурамин зимелидин аналог использовать никакой препарат зверобой исключение наружный применение принимать ингибитор моноаминоксидаза феналзин ниаламид транилципромин метралиндол	0
1085982722986835979	плохой танцор говориться нужный ксанакс	0
1164625010868330499	спасибо пароксетин лично видеть особый трагедия поправляться пароксетин снова окно прыгать	0
670944043979902976	намекать качество подарок новый год отказываться лезвие пара упаковочка флуоксетин	0
1200852937456660480	юзернейм юзернейм партия имодиум высылать болезный	0
1124594717944090624	феназепам дознулся дело блевотный постоянный очередь алпразол будни вернуться вальпройка внутренность ебучий ужас скрючивать	1
805875905075748865	симона белс адерал норвежец сальбутомол далее ясно понятно	0
738631311624155136	блять век жить выпивать имодиум пиздувать работа	0
954086719002955777	ого глава UCI предлагать sky отстранять фрумми гонка завершение дело сальбутамол велоспорт	0
1048169953269088256	фенд фанонит насколько понимать сидеть ксанакс вспомнить читать невролог выписывать	0
1032006981580726272	ваш закидушка ксанакс значит такой крутой торчать который заедать табла ради	0
1132021029621182464	робот быть выписывать прозак	0
931297889464315904	спаться ксанакс чтоль наебнуть братишка также сделать успех идти	0
1031821617993863168	сегодня забывать принимать паксить	0
1167507669873299456	мема паксил атараксом мема мой жизнь	0
1089555804020195328	спасибо наталья сергеевна мама дарина брош бабушка мама брат старший сестра флуоксетин лыжа свежий воздух таня таня вася ребята суд литология два книжка минимум один мой клетка головной мозг	0
1089938172967038978	тамифля таки работать братец срок проходить голос правда пропадать появляться надежда светлый будущее наш больничный касса маккаби распространять препарат рецепт бесплатно мелочь приятно	1
1086525937749905409	фен алпразол мать родина продавать канфуцэй	0
1035147975494959105	спасение астматик дело рука самый астматик сальбутамол супрастин эуфилина	0
1113848756603060224	смотреть узнавать сечь фладдом звонить паша техника подсказка сегодня есть ксанакс	0
1197405923528101895	юзернейм терапия евро стандарт абилифая ксанакс флу максимальный дозировка ебать препарат взаимоусиливающий помимо еще кодеин мигрень скармливать трогать зверобой должный пить это молчать	0
1042886224674017281	реально стресс пиздец ожидать флуоксетин лишний закидываться	0
868456042383986688	таблетка таблетка таблетка снова закидываться паксил болезнь неизлечимый	0
893444331742392320	флу флуоксетин самый прозак	0
1140986222560632832	купить пять пачка беломор ед ксанакс рогипнолом	0
1087203489514745856	объебаться флуоксетин школа	0
1041580820488744963	наш запах смена флуоксетин	0
989030256429424640	кто продавать отдолжать лекарство пульмикорт ингаляция срочно	0
853000983668043776	паксить че цитата песня	0
987208749482987520	пить паксить день начинать сильно потряхивать пьеза сустав выпивать один чувствовать переть начинать она заюзать	1
669199559378272256	счастие находить целый пачка флуоксетин	0
1078891340090564609	год открывать паша техника вау нужный ксанакс нужный ксанакс ахах прикольный знать технека человек отличный чувство юмор богатый внутренний мир куча интересный история жизнь	0
1139926560306270208	далеко орать употреблять ксанакс видеть плохой	0
1140491421620822016	новинка прегаболин новый формат	0
1196770333874892805	сегодня сказать хороший речь диктор буквально пара минута смочь выговаривать слово метопролол наверное раз	0
669830684853329920	кофеин свой состав близкий кокаин талидомид тротил героин нейлон	0
740139351535943680	наш группа называть ребенок флуоксетин	0
937954247358013441	бьерген принимать стероид сальбутамол разрешать мкг сутки	0
1076869880543100930	планировать справляться этот животное начало прозак вживление чип другой	0
1165686199475953665	предлагать взамен клопидогрель практически назначать альтернатива ривароксабан позволять спрашивать практиковать изволить теория	0
1016556484040249344	день лежать смочь узнавать лишь давать адепресс труксал феназепа сорбифер капельница знать	0
1067108393540820997	переходить зипрекс становиться беременный	0
902398490726236161	наступать осень активироваться биполярник депрессивный прозак	0
739498757889400832	играть плохо реклама сеалекс	0
1167713176663789573	месяц пить флуоксетин анорексичный худоба	0
1062058509402062849	знать флуоксетин слабо действовать	0
1028649235103674369	левый рука прозак правый рука корвалол пиар менеджер загон	0
917766238755016707	такой увидеть фотомастер петербург расчехлять фотошоп ребята объявлять конкурс победитель получать пачка флуоксетин	0
1142448957118963712	первый месяц пить венлафаксин становиться тяжело уснуть спать ночь день постоянно зевать залипать тревожность еще хотеться спрятаться одеяло лежать тк пить месяц ручаться проходить	1
867646943400472576	столько кофе прозак сколько думать человек летальный исход помещаться принцип	0
850102375125839872	обязательно каждый фанфик макрайли писать кирк сидеть ксанакс	0
1026094573188263942	знать тот знать флуоксетин эдакий спаситель золото чудо свет конец тоннель частично	0
969880733643870209	жрать порошок таблетка полоскаться спрей жизнь удаваться эндокринолог сходить гже снова левотироксин метформин раз день назначать ахахаа сука	0
1124643788138401794	старость ехать один ночь дача друг брать себя мезим имодиум пластырь кг аптечка	0
758261318835179520	одиночество страшно плюс находить упаковка ламиктал плюс триггерит поступление	0
1153176960887152641	метформин инсульт инфаркт средизимноморский диета инсульт инфаркт марихуанна рак исключать сахар гашеный сода раствор PH сырой орех йод оливковый масло физический нагрузка тренировка тот вещь который даровать долголетие	0
1162802122863366144	пиздец душить бухыч лоперамида враг пожелать просраться хорошенько день срать чувствовать нужно посрать	1
963741565469458434	чувствовать прозак еще давать знатьу начинаться аритмиябля	1
1148225361727168512	юзернейм выписывать флуоксетин год пить	0
966293207595343873	анон пробовать пить зверобой качество антидепрессант еще элеуторококк женьшень пить золофт ламотриджин ом заканчиваться купить стоять немало хватать зверобой эффект	0
1038317572968640514	паксил пиздец пропил пачка врач посоветовать новопассит купить вчера сироп удивление реветь хотеться мало каждый секунда реветь стопить мб самовнушение основной негативный чувство притупляться	0
1110844606143434758	марта мило интернет аптека рекомендовать купить флуоксетин скидка уточнять строго самовывоз рецепт	0
1132314223466430464	понос имодиум прекращаться	0
947754163974193152	самый одежда мыться ибрагим дура эвкалипт айболит лоперамида	0
1201753548385591296	делать законопослушный российский гражданин который прегабалин необходимый поискать дракнуть	0
981548147557195776	посмотреть видео мировой эпидемия ксанакс тотальный пиздец думать нынешний подросток весь идеальный оказываться каждый поколение проблема	0
1068652794314412033	ребятки реально страшный похоже попадать новый побочка прозак всерьез думать переходить винд пиздец лишь второй день сидение kdenlive грань безумный решение надеяться утро попускать	1
1159454074435248129	охуительный блять метформин рецепт	0
814586727763480576	полтаблетка эгилок стучать нормально	0
1099039002357833730	дорогой дневник вынести день день вынести нюхать флуоксетин спасибо болевой рецептор слизистый	0
1021144175872479233	недовольный взять ксанакс барбитур жесткий	0
1120064121188253701	каждый находиться грань срыв мечтать лежать вересковый пустошь йоркшир дышать дышать дышать дышать вдыхать запах остров действовать смертельный доза венлафаксин	0
1001063981522538496	гель школьница гелечек мета гель постригаться сделать челка попробовать вино начинать учить физика пост гель алкоголик нобелевский лауреат получать паралич пьяный драка сестра сидеть кетамин ксанакс	0
1043184647755231232	оставаться посочувствовать попробовать имодиум	0
729961173379059712	юзернейм юзернейм заебло реклама сеалекс впечатление весь страна нестояк особенно спортивный канал почему	0
654556786066755584	сиофор полный человек аллергичный получать результат анализ кровь повышенный лишний iqe незначительный повышение	0
1194769928626282498	остап сегодня нести все декстроамфетамин	0
985750747911507970	ебаный безысходность спрашивать какой вкусняшка купить твой ответ оксикодон феназепа	0
1013177712029167617	флуоксетин алкоголь сап ночной пить флу ланнахер около месяц особый изменение видеть доходить доза сутки сегодня решать бросать пить сутки завтра планировать принимать мг выпивать пиво интернет разный отзыв	0
1015132077413621761	таблетка имодиум рубль дерьмо наживаться умудряться полный бангладеш	0
1036217496561491968	верх похоже начинать принимать аддерал перерыв оргия	0
1146415227245879296	глюкофаж посоветовать вместо метформин сказать глюк курс один разный фирма	0
1135208690900975616	паксить помогать мрачный мысль мой тошнить болеть голова	1
937670830309478401	нук нук сальбутамол стреод	0
1105832825385832450	юзернейм советовать прозак рабочий гавно помогать простой относиться материальный хуйня хуйня материальный хз	0
738091237845176320	сидеть флуоксетин прозак антидепр пиво кв баклашка сказать мешать	0
843333274344853504	сальбутамол блять помирать	0
983288340937093120	приходить врач бессонный ночь температура сказать грипп водичка парацетамол дело помогать пить тамифля	0
1022614891411243010	лоперамида давать сдыхать обезвоживание должный сообщать	0
1142160515352977413	ксанакс месяц сто таблетка выписывать	0
1025041446787792896	один девушка выписывать флуоксетин пометка хронический больной полагать год капсула рецепт заканчиваться сомневаться находить два тысяча снова сходить ермаков	0
1044676494541443075	юзернейм эутирокс подделка наткнуться месяц потерять попробовать	0
828745071419863040	идиотский чувство мерзко душа мочь никто сказать внутренний демон закидываться ксанакс плакать	0
1007400067001667585	хотеться спать самый дело пульмикорт помощник мех	0
1085802853036376064	пойти блять психотерапевт выпрашивать ебаный флуоксетин немного серотонин ваш голова появляться	0
1130925422605230080	че аддерал реально менять	0
1112022437951143937	съедать сегодня заграничный орех начинать задыхаться сильно помогать вентолина узнавать аллергия	1
1078035270866477056	кушать кветиапина	0
1058651097911488512	кветиапин нейролептик убирать абсолютно эмоция кормить американский солдат чувствовать доставать лишь рецепт психиатр невролог минус набор вес пиздец странный сон	1
967692106981675008	небулайзер пульмикорт вентолин астматик дышать	0
1011464228832796672	шаурма быть спасибо садиться экзамен лоперамида помогать	0
1066933904664350720	триган баклосать насвая фенозеп сукка заебаться перечислять пихать протяжение день время бухать	0
1045610730932850688	принимать кветиапина мг флуоксетин врач рекомендовать отменять первый месяц стоить послушать отменять немного быстро месяц	0
962621380851269632	крюгер падение сбивать дыхание срочно понадобиться пара впрыск сальбутамол который норвежец официально привозить целый чемодан	0
1156913478185209858	сша средний рост цена лекарство составлять высоко уровень инфляция лекарство подорожать антидепрессант прозак треть больной пить лекарство цена rx savings solutions	0
1093523199797669893	знать орз орвь выпивать антигриппина UPSA вылечивать симптом снимать ежели грипп тамифля реленз рекомендовать воз .остальное кагоцел ингавирин шляпа	1
646732954660638720	угарай реклама сеалекс ахах	0
1087360466094080001	видеть написать ксанакс нормально русски нужно писать дура	0
1093148929213038592	видимо читать нужно ксанакс	0
765454313195995136	прозак посл сидеть февраль май	0
947176421717434370	настолько праздничный настроение заряжать третий таблетка ксанакс	0
923260103301779457	сука таблетка сиофор половина литр вода глотать кулак этот сволочь хна	0
1089614221954953216	випило эутирокс стимулон велерьянка глицин вместе плиз тревога уходить	1
1101026892445110272	юзернейм юзернейм юзернейм самый правильный профилактика именно грипп вакцина пара препарат именно противогриппозный тамифля принимать профилактически дом больной организм полезно	0
1145544332423905285	добрый утро коллега кофеин состоять углерод водород азот кислород кокаин талидомид нейлон тротил героин приятный кофепитие	0
1100004577494077441	медведы ципромеда блять резервед один мамзель магазин reserved называть	0
1091547750422990849	возможность высылать пара лафетка феназепам ксанакс отказываться скорость сниматься самый	0
1196852316206436354	преддверие грипп осельтамивир продавать тамифля становиться стандарт лечение грипп большинство страна дороговатый работать остальное фуфломицин облегчение симптом вестись реклама	0
931065041754951680	че lil peep говорить умирать овердоз ксанакс рано героин умирать спидбол блядь транквилизатор	0
747718782437699584	контрабандист пытаться забайкальск ввозить жиросжигающий сибутрамин грозить семь год колония	0
945278945251024896	самый дело мечтать сваливать америка ради круто работа простой выписывать аддерал хуярить максималка	0
